|user|item|rating|review
1699|manuelcapa2809621|poco f3|9.0|unbeatable price quality
1700|daniel-ch-6374474262b64|poco f3|8.6|great for the price but xiaomi being xiaomi
1701|herminio.martinez|poco f3|8.8|very good quality/price for 229
1702|adrianpochochu|poco f3|7.0|good value for money but not high end
1703|le5601294|poco f3|8.7|quite a powerful gadget
1704|javier.chk.l|poco f3|9.7|an excellent mobile very balanced in all its aspects
1705|jamilsonjr22|poco f3|9.9|complete and cheap
1706|luisjuarezrodriguez3|poco f3|9.5|very complete
1707|adikhjon78|poco f3|9.9|it really has a reasonable price and flag in this range
1708|cristian-tangara-alonzo-628fc7356ed6c|poco f3|8.8|a large mobile with a good amoled screen and a good processor aspects that stand out the most from the phone
1709|Alexey.AM|poco f3|8.2|every xiaomi mobile is destined to become obsolete after a while
1710|nek.sabb52|poco f3|8.5|worthy for the money but there are cons
1711|jose-molins-61d7dd386b639|poco f3|7.4|a phone that is not good for calling
1712|hpbacster|xiaomi redmi note 9s|9.5|one of the best phone for 180$
1713|MedTaha4Ever|xiaomi redmi note 9s|9.0|updates please
1714|xrljasiel00|xiaomi redmi note 9s|6.3|was good until miui 12
1715|leonardlloyd.solon|xiaomi redmi note 9s|8.9|a massive specs in one device amazing 
1716|randyasyraaf57|xiaomi redmi note 9s|8.7|it is very capable phone
1717|nelushgayashan|xiaomi redmi note 9s|10.0|great budget phone with powerful processor
1718|AraFatJr|xiaomi redmi note 9s|7.4|good
1719|ismailbrairi|xiaomi redmi note 9s|9.6|excellent
1720|omid80omidian|xiaomi redmi note 9s|9.9|every thing was perfect
1721|faizkasyfi.fk|xiaomi redmi note 9s|10.0|good value for midrange phone
1722|davi.m.74|xiaomi redmi note 9s|10.0|my verdict is a very good device for the price it costs
1723|tofei|xiaomi redmi note 9s|7.7|good midrange phone for 2020
1724|arash.rezaee.c|xiaomi redmi note 9s|8.7|good for gaming
1725|sonicthebest1|xiaomi redmi note 9s|9.9|great
1726|scootylisa98|xiaomi redmi note 9s|10.0|for the price the phone truly delivers and a great all rounder
1727|johnmorriss12987|xiaomi redmi note 9s|10.0|fantastic phone yet again
1728|mrmickholly08|xiaomi redmi note 9s|10.0|super phone
1729|grarunkumar1994|xiaomi redmi note 9s|8.2|good phone for everyday use
1730|mobilelegends131195|xiaomi redmi note 9s|8.0|all so good
1731|soma.nemeskeri|xiaomi redmi note 9s|10.0|probably the best phone for everyday usage
1732|kospap2002|xiaomi redmi note 9s|9.7|a fantastic phone for the money i gave to buy it i highly recommend it
1733|stoneridgesocial|xiaomi redmi note 9s|8.1|no internet on t mobile missing band 12 usa dallas tx
1734|sars.0123|xiaomi redmi note 9s|10.0|best phone for the price
1735|sole29157|xiaomi redmi note 9s|9.2|a good phone for demanding applications
1736|miguetrigue2|xiaomi redmi note 9s|10.0|excellent performance mobile excellent aesthetics and construction
1737|unaifercol|xiaomi redmi note 9s|7.9|a device with a bittersweet flavor  i keep the previous version
1738|martymcfly1890|xiaomi redmi note 9s|9.3|it is a good terminal but it does not evolve as much with respect to its predecessor
1739|elcirca|xiaomi redmi note 9s|9.4|excellent team
1740|franjefersp|xiaomi redmi note 9s|9.4|the second best in quality price after poco x3
1741|albertocides|xiaomi redmi note 9s|9.1|good low priced mobile with huge battery but without nfc
1742|yvel|xiaomi redmi note 9s|9.8|good pretty and cheap
1743|kirill.alasheev|xiaomi redmi note 9s|10.0|good
1744|felipeevangelistadacunha|xiaomi redmi note 9s|9.0|good smartphone
1745|Sbeven|xiaomi redmi note 9s|9.5|very good terminal quality price
1746|petallende13|xiaomi redmi note 9s|9.5|the device is very round and comfortable if you are thinking of buying it i recommend it
1747|jhojanduque4|xiaomi redmi note 9s|10.0|i had a huawei p20 lite and it was a big change in terms of battery fluidity and warm up i like it i recommend it in this 2021
1748|ALCATRAZ|xiaomi redmi note 9s|8.8|good
1749|jp101466|xiaomi redmi note 9s|9.7|good mobile for a good price
1750|leonespartano006|xiaomi redmi note 9s|10.0|the best phone price quality
1751|l.gasselin29|xiaomi redmi note 9s|10.0|one of the best
1752|manolopascheco|xiaomi redmi note 9s|10.0|it is a very good team
1753|wrucebilis|xiaomi redmi note 9s|10.0|quality excellent price as always
1754|Wellington|xiaomi redmi note 9s|9.8|extremely fluid in daily use it corresponded to high performance expectations
1755|lyncus234|xiaomi redmi note 9s|9.2|a phone that every problem you have can be solved
1756|moizes|xiaomi redmi note 9s|7.0|it is great value for money
1757|rufobeccar|xiaomi redmi note 9s|7.5|it is a good phone but for 2022 there are better options
1758|chevroletmustangferrari|xiaomi redmi note 9s|8.5|excellent for day to day
1759|gabrieljaime.titin|xiaomi redmi note 9s|9.2|the best you can buy in the range 200 260 right now
1760|RedmiBigLove|xiaomi redmi note 9s|10.0|great phone in terms of value for money nothing to complain about
1761|RolandoSilva|xiaomi redmi note 9s|10.0|the best experience to have such a low price
1762|patinojuanpablo85|xiaomi redmi note 9s|7.9|a very good phone
1763|diegoreyesmarin|xiaomi redmi note 9s|10.0|good equipment at an affordable price
1764|snapshot1286|xiaomi redmi note 9s|10.0|excellent balanced smartphone
1765|majinvegeta78|xiaomi redmi note 9s|9.4|very good phone behaves well in demanding games good battery
1766|ricardotepole30|xiaomi redmi note 9s|9.9|very good price quality device
1767|anthonypro2222|xiaomi redmi note 9s|8.5|good mobile
1768|dividebypie201|xiaomi redmi note 9s|4.5|it came very soon against the redmi note 8
1769|matiasguma9|xiaomi redmi note 9s|10.0|excellent price quality
1770|luisfer225|xiaomi redmi note 9s|10.0|excellent
1771|Gtabimael|xiaomi redmi note 9s|5.1|regularly good
1772|JoseReyes|xiaomi redmi note 9s|8.0|cheap mobile with good features
1773|cristianjrc519|xiaomi redmi note 9s|10.0|basically it is the best cell phone you can buy for the price it has but you may find a disagreement
1774|javigmiono|xiaomi redmi note 9s|10.0|excellent
1775|babvel1|xiaomi redmi note 9s|9.4|it is a good mobile
1776|arjona4323|xiaomi redmi note 9s|10.0|good for the price
1777|bryan99juvera|xiaomi redmi note 9s|9.4|very good buy 
1778|ikeper24|xiaomi redmi note 9s|8.7|good for little money
1779|tomasabp1996|xiaomi redmi note 9s|8.5|it is a good device for its price worth
1780|manuelmaciel|xiaomi redmi note 9s|9.3|meet spectavivas for its low price
1781|darkilo_91|xiaomi redmi note 9s|9.6|a mid range with premium mid range power
1782|wesleygamers22|xiaomi redmi note 9s|9.6|for the cost benefit i have a premium intermediate in hands 
1783|fjavips|xiaomi redmi note 9s|9.0|good phone especially for games
1784|cristian-novoa-5edaac66b575f|xiaomi redmi note 9s|10.0|very pretty
1785|infopanguel|xiaomi redmi note 9s|10.0|for the price it has you are amazed at the great quality it has and fluidity on a daily basis highly recommended do not envy a top
1786|rueda.castillo|xiaomi redmi note 9s|8.9|taking the price as a reference is probably the smart purchase
1787|rcd377|xiaomi redmi note 9s|7.8|a good buy
1788|aldorivera203|xiaomi redmi note 9s|8.3|the best that can be found for this price range
1789|charlyccs95|xiaomi redmi note 9s|10.0|good cell phone meets my expectations
1790|garrapata01|xiaomi redmi note 9s|9.5|the best mobile of 2020
1791|kike7890.cruz|xiaomi redmi note 9s|7.9|good mid range
1792|lopez_r.carlos|xiaomi redmi note 9s|9.5|everything you are looking for in a cel well balanced in every way
1793|plazita44|xiaomi redmi note 9s|9.1|great phone value for money
1794|fhasenov0|xiaomi redmi note 9s|8.0|inexpensive smartphone
1795|niksioidualisia|xiaomi redmi note 9s|10.0|i switched to it from samsung galaxy j3 2016  everything is great
1796|mundooculto99|xiaomi redmi note 9s|10.0|excellent quality price terminal
1797|rodrif19|xiaomi redmi note 9s|10.0|mobil fairly good quality / price lack of optimization
1798|josenic210|xiaomi redmi note 9s|10.0|i always wanted to have this cell phone and now that i have it it is wonderful 10/10
1799|Wally|xiaomi redmi note 9s|4.7|good team if you are just looking to play otherwise it is decent very bad screen
1800|nathan-valdez-6181ea74083ad|xiaomi redmi note 9s|5.9|the phone is nice fast effective and comfortable the only problem i found was in its update system
1801|spmadureira|xiaomi redmi note 9s|10.0|very very good quality price 
1802|andrea.massa74|xiaomi redmi note 9s|5.3|good but can be improved
1803|alihwerty55|xiaomi redmi note 9s|7.9|i use the phone for 3 weeks for games suitable top for my money
1804|belyyy97|xiaomi redmi note 9s|9.2|not bad
1805|josper456|xiaomi redmi note 9s|10.0|for now it is amazing i honestly say it
1806|junior.morais.hexa|xiaomi redmi note 9s|9.0|nice
1807|frnanciscocolon123|xiaomi redmi note 9s|9.0|it is a very good phone powerful for gaming it is quite fluid
1808|Anedi18|xiaomi redmi note 9s|9.4|considering the price great
1809|rsilva6420|xiaomi redmi note 9s|7.1|entry phone with good cost/benefit ratio
1810|ghgustavo457|xiaomi redmi note 9s|9.1|incredible cell phone
1811|Therose|xiaomi redmi note 9s|6.6|it is a good phone but miui ruins it
1812|gs75352|xiaomi redmi note 9s|10.0|great cost benefit
1813|fernando.cabral90|xiaomi redmi note 9s|8.8|very good quality / price
1814|ibrad3419|xiaomi redmi note 9s|9.8|good
1815|DavidChac|xiaomi redmi note 9s|8.0|very good
1816|andre.seq|xiaomi redmi note 9s|8.8|good cost benefit
1817|alemargor.08|xiaomi redmi note 9s|5.5|whenever the phone fell the screen had to be repaired due to internal breaks
1818|ThewarDuckling|xiaomi redmi note 9s|8.9|good team
1819|SoulCrack|xiaomi redmi note 9s|9.3|excellent equipment brutal performance excellent battery very nice design unbeatable price quality
1820|josephmsola1|xiaomi redmi note 9s|9.5|very happy with this terminal
1821|gdeevaa|xiaomi redmi note 9s|10.0|amazing
1822|yoner_ber|xiaomi redmi note 9s|7.7|a good machine the year it came out was one of the best in its range
1823|khafiz6670|xiaomi redmi note 9s|10.0|worth the mid spec spec that tastes good at marhein friendly prices
1824|ogaca1976|xiaomi redmi note 9s|6.1|for 160 highly recommended
1825|lucadelbene222|xiaomi redmi note 9s|4.7|owned for about 2 years cannot wait to get rid of it continuous software bugs and factory defects like pros sensor
1826|JMAS|xiaomi redmi note 9s|8.3|very complete
1827|left_dead_2|xiaomi redmi note 9s|9.6|good pretty and cheap
1828|joaquinllambi11|xiaomi redmi note 9s|9.0|complete in every way
1829|CrisMG2509|xiaomi redmi note 9s|10.0|excellent team
1830|agelos1994|xiaomi redmi note 9s|10.0|very good mobile phone
1831|sistemashecc|xiaomi redmi note 9s|10.0|power and fluidity
1832|warley.ferraz.wf|xiaomi redmi note 9s|10.0|great phone left nothing to be desired
1833|pampullo11|xiaomi redmi note 9s|9.4|finally the my max without frames
1834|nico_v99|xiaomi redmi note 9s|9.4|an excellent cell phone at an incredible price
1835|angelanamanzalvos11|xiaomi redmi note 9s|9.3|very good mobile it only lacks the nfc excessive size and weight
1836|maximiliano12092007|xiaomi redmi note 9s|8.8|very cheap very powerful
1837|danielcapisalazar|xiaomi redmi note 9s|10.0|very good experience when executing demanding games and its camera in the day is very good
1838|leonardoarevalo99|xiaomi redmi note 9s|9.1|an almost perfect phone
1839|MartinGentile1|xiaomi redmi note 9s|9.4|money well spent
1840|victor1251999torres|xiaomi redmi note 9s|10.0|very good mobile
1841|dave0922|xiaomi redmi note 9s|10.0|excellent mobile
1842|rw.syndicate|xiaomi redmi note 9s|8.1|i am happy to play with this model and that is what i wanted
1843|alexdavid777|xiaomi redmi note 9s|9.0|excellent phone
1844|larissasilva.silva190|xiaomi redmi note 9s|9.0|the best cell phone i ever had
1845|jonaguirrev|xiaomi redmi note 9s|8.6|i do not recommend it
1846|alxndr0998|xiaomi redmi note 9s|8.7|i love cell phones and i think i made a good choice when i bought it
1847|pedrogaspar2004|xiaomi redmi note 9s|10.0|undoubtedly one of the best quality / price phones great 
1848|jose.domingo|xiaomi redmi note 9s|3.0|sooooo slow little optimized
1849|m4riof3rn4nd|xiaomi redmi note 9s|10.0|it is an amazing phone i bought it on december 20 2020 it runs all games very well
1850|josearroyog19|xiaomi redmi note 9s|8.9|good nice and cheap i recommend it
1851|jartyperez|xiaomi redmi note 9s|7.2|improvable screen fingerprint reader very fast
1852|fabestsan17|xiaomi redmi note 9s|9.3|i am satisfied with the device
1853|randy-castillo-martell-6162f9ed9dbc6|xiaomi redmi note 9s|8.6|pretty good
1854|deivysantiagoriverocamacho|xiaomi redmi note 9s|8.0|very good but bad camera
1855|Aereous|xiaomi redmi note 9s|8.2|guaranteed fluidity to date
1856|lucascelis988|xiaomi redmi note 9s|10.0|excellent
1857|brian_os|xiaomi redmi note 9s|9.6|very good
1858|kukula303|xiaomi redmi note 9s|8.6|very good
1859|juanbadilla107|xiaomi redmi note 9s|7.7|it is good but it has things to improve
1860|Dan42|xiaomi redmi note 9s|10.0|great good value for money
1861|herobrine08498|xiaomi redmi note 9s|9.4|improvable satisfaction quality present price
1862|jeremysantana626|xiaomi redmi note 9s|6.5|good but without miui
1863|Lalo_Parra|xiaomi redmi note 9s|9.8|it is the best device in quality price
1864|ahmadpour6871|xiaomi redmi note 9s|7.7|very good and heavy lee
1865|milhano|xiaomi redmi note 9s|8.0|very good quality/price ratio
1866|joan.tomas.miralles|xiaomi redmi note 9s|8.5|good phone quality / price
1867|jv-silva-5f03749846616|xiaomi redmi note 9s|10.0|amazing
1868|ruben.ladeira|xiaomi redmi note 9s|9.4|excellent value for money
1869|Angel.Priego|xiaomi redmi note 9s|8.4|the phone is a big thing compared to another i have had
1870|adrianhierro|xiaomi redmi note 9s|6.2|brutal autonomy sufficient benefits
1871|aljomaro3|xiaomi redmi note 9s|10.0|excellent
1872|michalis8980|xiaomi redmi note 9s|9.1|flawless mobile 
1873|milagros576|xiaomi redmi note 9s|7.7|a wide screen and good battery
1874|alejandroale|xiaomi redmi note 9s|9.0|best buy
1875|cardebas1129|xiaomi redmi note 9s|8.1|it is good in its version of 128/6 if you want this device if or if you have to buy this version
1876|krupao980|xiaomi redmi note 9s|9.3|the best phone up to $ 228
1877|lolicono2000|xiaomi redmi note 9s|10.0|it is an excellent team
1878|anonymous_165173_5e9ba2468759c|xiaomi redmi note 9s|4.9|the screen is disgusting with each generation they get worse
1879|raxtum|xiaomi redmi note 9s|3.7|nice budget phone
